source_id,entity_slug,title,source_name,source_type,url,author,published_at,retrieved_at,quality_score,recency_score,relevance_score,used_in_update,summary_path,hash,notes
a28e1d9dcba0bc6d,abb_robotics,ABB Robotics investor relations,ABB Robotics,investor_relations,https://global.abb/group/en/investors,,,2026-06-20T21:36:24Z,1.0,0.50,0.85,false,,a28e1d9dcba0bc6da18dc098458fe30e5c7f29964ba6ed24604157b83ee76ae6,Bootstrap source queue; verify dates and extract facts in later daily runs.
4633ccde10d33eb3,abb_robotics,ABB Robotics official page,ABB Robotics,official_site,https://new.abb.com/products/robotics,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,4633ccde10d33eb3fc3ab115f7e99da7483061fc00f532474362a48774ae2e5c,Bootstrap source queue; verify dates and extract facts in later daily runs.
74fe47aacc046236,agility_robotics,Agility Robotics official page,Agility Robotics,official_site,https://agilityrobotics.com/,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,74fe47aacc0462367e4bee91c273b6d34b0e8d644346c81040aaa8a437b28caf,Bootstrap source queue; verify dates and extract facts in later daily runs.
496bf847afd519e8,ai_agents,AI agents official page,AI agents,official_site,https://openai.com/index/new-tools-for-building-agents/,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,496bf847afd519e8a8d5480595739785de9216eb47b4bee819a08d14d0a25153,Bootstrap source queue; verify dates and extract facts in later daily runs.
d681069a0fa99422,ai_consumer_devices,AI consumer devices official page,AI consumer devices,official_site,https://www.counterpointresearch.com/,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,d681069a0fa9942257caeabfba719cdf388c18171df892fdf8a8982e56000d91,Bootstrap source queue; verify dates and extract facts in later daily runs.
4d1fe4bedc5fb551,ai_inference_economics,AI inference economics official page,AI inference economics,official_site,https://www.anthropic.com/engineering,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,4d1fe4bedc5fb551af9eb5c2b115b0b84cf4e0d2ddd9681c3ae009c6b8521811,Bootstrap source queue; verify dates and extract facts in later daily runs.
031b15f5032f6407,albemarle,Albemarle earnings transcript page,Seeking Alpha / company materials,earnings_transcript,https://seekingalpha.com/symbol/ALB/earnings/transcripts,,,2026-06-20T21:36:24Z,0.90,0.50,0.85,false,,031b15f5032f6407552999e778cd8a459880c534e806e1c3f12c9cc2c606d50d,Bootstrap source queue; verify dates and extract facts in later daily runs.
2274d3402fca3ba9,albemarle,Albemarle filings,SEC or company IR,filings,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=Albemarle&owner=exclude&count=40,,,2026-06-20T21:36:24Z,1.0,0.50,0.85,false,,2274d3402fca3ba93a4121b4ee12910500f98f7cea6722ce99a54312d85be216,Bootstrap source queue; verify dates and extract facts in later daily runs.
2ab13f1c773d8ea4,albemarle,Albemarle investor relations,Albemarle,investor_relations,https://investors.albemarle.com/,,,2026-06-20T21:36:24Z,1.0,0.50,0.85,false,,2ab13f1c773d8ea45871f97342fc7b07d177d4d19fde79182eee60cbbb9cd404,Bootstrap source queue; verify dates and extract facts in later daily runs.
6ee4b149be5f8ecd,albemarle,Albemarle official page,Albemarle,official_site,https://www.albemarle.com/,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,6ee4b149be5f8ecdcebcec18988f489d424def8348657d45f211e99dcacba458,Bootstrap source queue; verify dates and extract facts in later daily runs.
e2257fe3354e3bfa,aluminum,Aluminum official page,Aluminum,official_site,https://international-aluminium.org/,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,e2257fe3354e3bfa32456d4fd1b07c95432e6f66c5b4a4f38207e5e1ac0c7795,Bootstrap source queue; verify dates and extract facts in later daily runs.
2621c12fabbcd442,amazon,Amazon earnings transcript page,Seeking Alpha / company materials,earnings_transcript,https://seekingalpha.com/symbol/AMZN/earnings/transcripts,,,2026-06-20T21:36:24Z,0.90,0.50,0.85,false,,2621c12fabbcd442068a3fec380c2b5adeaf4d7479b0f539f974e3897b4c0195,Bootstrap source queue; verify dates and extract facts in later daily runs.
d7bb8a4edff370fa,amazon,Amazon filings,SEC or company IR,filings,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&company=Amazon&owner=exclude&count=40,,,2026-06-20T21:36:24Z,1.0,0.50,0.85,false,,d7bb8a4edff370fa31ae2c26d5251805f584a91791228332e22d393a48157512,Bootstrap source queue; verify dates and extract facts in later daily runs.
817ed2682d7db423,amazon,Amazon investor relations,Amazon,investor_relations,https://ir.aboutamazon.com/,,,2026-06-20T21:36:24Z,1.0,0.50,0.85,false,,817ed2682d7db4234f04e4329210caa2476caa11f3e2bb27c4f38dfc7e43105a,Bootstrap source queue; verify dates and extract facts in later daily runs.
5eecdf9f9e29b92b,amazon,Amazon official page,Amazon,official_site,https://www.aboutamazon.com/,,,2026-06-20T21:36:24Z,0.85,0.50,0.85,false,,5eecdf9f9e29b92b69bcf7769484bd72b4d295b438d71b8366366ad4c3e1396e,Bootstrap source queue; verify dates and extract facts in later daily runs.
